paper,category,q_num,q_id,kind,subject,topic,topic_code,surviving_stem_first_120c,page_hint,source_pdf_relpath
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.json,Ssc,70,pyq_66e8d441d68427ca_p20,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.json,Ssc,71,pyq_66e8d441d68427ca_p21,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_9.00-AM-10.00-AM.json,Ssc,54,pyq_8077fffaac05638b_p4,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_9.00-AM-10.00-AM.json,Ssc,55,pyq_8077fffaac05638b_p5,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_9.00-AM-10.00-AM.json,Ssc,61,pyq_8077fffaac05638b_p11,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_9.00-AM-10.00-AM.json,Ssc,66,pyq_8077fffaac05638b_p16,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_9.00-AM-10.00-AM.json,Ssc,71,pyq_8077fffaac05638b_p21,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.json,Ssc,58,pyq_4a6aa3f4a23f1b1c_p8,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.json,Ssc,61,pyq_4a6aa3f4a23f1b1c_p11,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.json,Ssc,64,pyq_4a6aa3f4a23f1b1c_p14,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.json,Ssc,70,pyq_4a6aa3f4a23f1b1c_p22,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.json,Ssc,71,pyq_4a6aa3f4a23f1b1c_p23,OPAQUE — empty stem; transcribe Q from PDF,QUANT,percentage,QNT_PCT,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.json,Ssc,73,pyq_4a6aa3f4a23f1b1c_p25,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,8,pyq_3259acf39b8d3f31_p8,OPAQUE — empty stem; transcribe Q from PDF,REASONING,,REA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,18,pyq_3259acf39b8d3f31_p18,OPAQUE — empty stem; transcribe Q from PDF,REASONING,,REA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,56,pyq_3259acf39b8d3f31_p6,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,59,pyq_3259acf39b8d3f31_p9,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,62,pyq_3259acf39b8d3f31_p12,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,63,pyq_3259acf39b8d3f31_p13,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,64,pyq_3259acf39b8d3f31_p14,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,66,pyq_3259acf39b8d3f31_p16,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,67,pyq_3259acf39b8d3f31_p17,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,69,pyq_3259acf39b8d3f31_p19,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,70,pyq_3259acf39b8d3f31_p20,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,72,pyq_3259acf39b8d3f31_p22,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.json,Ssc,75,pyq_3259acf39b8d3f31_p25,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.json,Ssc,8,pyq_d421ebb87fc38dad_p8,OPAQUE — empty stem; transcribe Q from PDF,REASONING,,REA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.json,Ssc,52,pyq_d421ebb87fc38dad_p2,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.json,Ssc,59,pyq_d421ebb87fc38dad_p9,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.json,Ssc,61,pyq_d421ebb87fc38dad_p11,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.json,Ssc,66,pyq_d421ebb87fc38dad_p16,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.json,Ssc,69,pyq_d421ebb87fc38dad_p19,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_24.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.json,Ssc,54,pyq_c2ce12d35b7c8aa8_p5,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.json,Ssc,55,pyq_c2ce12d35b7c8aa8_p6,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.json,Ssc,57,pyq_c2ce12d35b7c8aa8_p8,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.json,Ssc,59,pyq_c2ce12d35b7c8aa8_p10,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.json,Ssc,68,pyq_c2ce12d35b7c8aa8_p19,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.json,Ssc,70,pyq_c2ce12d35b7c8aa8_p21,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.json,Ssc,56,pyq_3516df873618afe1_p6,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.json,Ssc,58,pyq_3516df873618afe1_p8,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.json,Ssc,63,pyq_3516df873618afe1_p13,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.json,Ssc,67,pyq_3516df873618afe1_p17,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.json,Ssc,70,pyq_3516df873618afe1_p20,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.json,Ssc,71,pyq_3516df873618afe1_p21,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.json,Ssc,72,pyq_3516df873618afe1_p22,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.json,Ssc,6,pyq_d6b936df0001d773_p6,OPAQUE — empty stem; transcribe Q from PDF,REASONING,,REA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.json,Ssc,26,pyq_d6b936df0001d773_p1,OPAQUE — empty stem; transcribe Q from PDF,GENERAL_AWARENESS,,GEN_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.json,Ssc,53,pyq_d6b936df0001d773_p3,OPAQUE — empty stem; transcribe Q from PDF,QUANT,percentage,QNT_PCT,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.json,Ssc,54,pyq_d6b936df0001d773_p4,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,.,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.json,Ssc,68,pyq_d6b936df0001d773_p18,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.json,Ssc,69,pyq_d6b936df0001d773_p19,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.json,Ssc,72,pyq_d6b936df0001d773_p22,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_25.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.json,Ssc,55,pyq_97f6a57e611ecb5f_p5,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.json,Ssc,56,pyq_97f6a57e611ecb5f_p6,OPAQUE — empty stem; transcribe Q from PDF,QUANT,percentage,QNT_PCT,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.json,Ssc,58,pyq_97f6a57e611ecb5f_p8,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.json,Ssc,63,pyq_97f6a57e611ecb5f_p13,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.json,Ssc,64,pyq_97f6a57e611ecb5f_p14,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.json,Ssc,66,pyq_97f6a57e611ecb5f_p17,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.json,Ssc,68,pyq_97f6a57e611ecb5f_p19,OPAQUE — empty stem; transcribe Q from PDF,QUANT,percentage,QNT_PCT,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.json,Ssc,69,pyq_97f6a57e611ecb5f_p20,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.json,Ssc,71,pyq_97f6a57e611ecb5f_p22,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.json,Ssc,73,pyq_97f6a57e611ecb5f_p24,OPAQUE — empty stem; transcribe Q from PDF,QUANT,pipes_and_cisterns,QNT_PIPES,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.json,Ssc,38,pyq_bee44245d5dcbdb0_p13,OPAQUE — empty stem; transcribe Q from PDF,GENERAL_AWARENESS,,GEN_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.json,Ssc,40,pyq_bee44245d5dcbdb0_p15,OPAQUE — empty stem; transcribe Q from PDF,GENERAL_AWARENESS,,GEN_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.json,Ssc,51,pyq_bee44245d5dcbdb0_p1,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.json,Ssc,52,pyq_bee44245d5dcbdb0_p2,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.json,Ssc,56,pyq_bee44245d5dcbdb0_p6,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.json,Ssc,57,pyq_bee44245d5dcbdb0_p7,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.json,Ssc,62,pyq_bee44245d5dcbdb0_p12,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.json,Ssc,66,pyq_bee44245d5dcbdb0_p16,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.json,Ssc,74,pyq_bee44245d5dcbdb0_p25,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.json,Ssc,33,pyq_e0ab29b42141fbfa_p8,OPAQUE — empty stem; transcribe Q from PDF,GENERAL_AWARENESS,,GEN_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.json,Ssc,51,pyq_e0ab29b42141fbfa_p1,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.json,Ssc,53,pyq_e0ab29b42141fbfa_p3,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.json,Ssc,54,pyq_e0ab29b42141fbfa_p4,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.json,Ssc,58,pyq_e0ab29b42141fbfa_p8,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.pdf
SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.json,Ssc,73,pyq_e0ab29b42141fbfa_p24,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_26.09.2024_9.00-AM-10.00-AM.pdf
SSC-CHSL-2022-Tier-II-Official-Paper-Held-On-26-Jun-2023-Shift-1-English.json,Ssc,1,pyq_643b1c9c2e2fe4e9_p1,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,chsl/Tier 2/SSC-CHSL-2022-Tier-II-Official-Paper-Held-On-26-Jun-2023-Shift-1-English.pdf
SSC-CHSL-2022-Tier-II-Official-Paper-Held-On-26-Jun-2023-Shift-1-English.json,Ssc,4,pyq_643b1c9c2e2fe4e9_p4,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,chsl/Tier 2/SSC-CHSL-2022-Tier-II-Official-Paper-Held-On-26-Jun-2023-Shift-1-English.pdf
SSC-CHSL-2022-Tier-II-Official-Paper-Held-On-26-Jun-2023-Shift-1-English.json,Ssc,11,pyq_643b1c9c2e2fe4e9_p11,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,chsl/Tier 2/SSC-CHSL-2022-Tier-II-Official-Paper-Held-On-26-Jun-2023-Shift-1-English.pdf
SSC-CHSL-2022-Tier-II-Official-Paper-Held-On-26-Jun-2023-Shift-1-English.json,Ssc,14,pyq_643b1c9c2e2fe4e9_p14,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,chsl/Tier 2/SSC-CHSL-2022-Tier-II-Official-Paper-Held-On-26-Jun-2023-Shift-1-English.pdf
